slug,provider,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,actionButtons
zypto,Zypto Wallet,TRUE,"[""iOS"",""Android"",""Web""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,0,"[""email"",""helpdesk""]",,"[""EN""]",FALSE,"[""[Website](https://zypto.com/)""]"
virgo,Virgo,FALSE,"[""Android"",""Chrome"",""Firefox""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,$0,"[""[Discord](https://discord.gg/mSqDRzvBug)"",""[Telegram](https://t.me/virgoCommunity)""]",[],"[""EN""]",FALSE,"[""[Website](https://virgo.net/)""]"
wigwam,Wigwam,TRUE,"[""iOS"",""Android"",""Chrome"",""Desktop""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",FALSE,$0,"[""[email](mailto:info@wigwam.app)"",""[help guides](https://wigwam.app/help)""]","[""January 2024 by Halborn""]","[""EN"",""ES"",""FR"",""IT"",""JA"",""KO"",""RU"",""UK"",""ZH""]",FALSE,"[""[Website](https://wigwam.app/)""]"
gate,Gate,FALSE,"[""Chrome"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,0,"[""email"",""telegram"",""discord""]","[""January 2024 by Hacken""]","[""EN"",""ZH""]",FALSE,"[""[Website](https://www.gate.com/web3)""]"
bridgewallet,BridgeWallet,FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,0,"[""email"",""telegram"",""discord""]",[],"[""EN"",""FR"",""ES"",""IT"",""DE"",""PT"",""ZH"",""JA""]",FALSE,"[""[Website](https://www.mtpelerin.com/bridge-wallet)""]"
"unstoppable","Unstoppable","TRUE","[\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","[\"ERC-20\",\"BEP-2\",\"BEP-20\",\"ERC-721\",\"SPL\",\"HRC-20\"]","FALSE","$0","[\"email\",\"X\",\"telegram\"]","[\"audit by third parties\"]","[\"EN\",\"FR\",\"DE\",\"KO\",\"PT\",\"RU\",\"ZH\",\"ES\",\"TR\"]","TRUE","[\"[Open Source, Custodial, EVM Support](https://unstoppable.money/)\",\"[tokensSupport](https://support.unstoppabledomains.com/support/solutions/articles/48001185621-which-cryptocurrencies-are-supported-)\",\"[Languages](https://apps.apple.com/us/app/unstoppable-crypto-wallet/id1447619907)\",\"[Starred](https://github.com/horizontalsystems/unstoppable-wallet-android)\"]"
"rainbow","Rainbow","TRUE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\"]","FALSE","Paid(swap fee)","[\"email\"]","","[\"EN\",\"FR\",\"KO\",\"PT\",\"RU\",\"ZH\",\"ES\",\"TR\",\"ID\",\"AR\",\"HI\",\"TH\",\"JA\"]","TRUE","[\"[Open Source](https://github.com/rainbow-me/rainbow)\",\"[Supported platform](https://rainbow.me/en/)\",\"[Custodial](https://rainbow.me/terms-of-use)\",\"[Hardware](https://rainbow.me/)\",\"[Key Export](https://rainbow.me/support/app/export-your-private-key)\",\"[Starred](https://github.com/rainbow-me/rainbow)\",\"[Languages](https://chromewebstore.google.com/detail/rainbow/opfgelmcmbiajamepnmloijbpoleiama)\"]"
"zengo","Zengo","FALSE","[\"iOS\",\"Android\"]","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","[\"ERC-20\",\"BEP-20\"]","TRUE","$0","[\"email\",\"24/7 live chat\",\"X\",\"facebook\",\"telegram\"]","[\"annual audit\"]","[\"EN\",\"ES\",\"FR\"]","FALSE","[\"[Support, Custodian](https://zengo.com/assets/page/2/)\",\"[MFA](http://help.zengo.com/en/articles/8105588-zengo-pro-your-complete-guide-to-the-best-crypto-wallet-protection)\",\"[EVN](http://help.zengo.com/en/)\",\"[Staking](https://zengo.com/eth-staking/)\",\"[Price](https://zengo.com/pro/)\",\"[FAQ](http://help.zengo.com/en/)\",\"[Languages](https://www.linkedin.com/posts/zengo_did-you-know-that-the-zengo-wallet-app-is-activity-7371890320789311490-ox3h/)\"]"
"zengo pro","Zengo pro","FALSE","[\"iOS\",\"Android\"]","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","[\"ERC-20\",\"BEP-20\"]","TRUE","$129.99/annum","[\"email\",\"24/7 live chat\",\"X\",\"facebook\",\"telegram\"]","[\"annual audit\"]","[\"EN\",\"ES\",\"FR\"]","FALSE","[""[Support"
"pillar","Pillar","TRUE","[\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\",\"ERC-7579\"]","FALSE","Paid(On-chain transactions only)","[\"discord\",\"X\",\"github\"]","","[\"EN\"]","TRUE","[\"[Website](https://pillar.fi/)\",\"[GitHub](https://github.com/pillarwallet)\"]"
"coinbase","Coinbase","TRUE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","[\"ERC-20\"]","TRUE","Paid","[\"email\",\"phone call\"]","[\"audit by third parties\"]","[\"EN\"]","TRUE","[\"[Open Source](https://github.com/coinbase)\",\"[Supported Platform](https://docs.cdp.coinbase.com/coinbase-wallet/introduction/welcome)\",\"[Custodial](https://www.coinbase.com/en-gb/wallet)\",\"[MFA](https://www.coinbase.com/learn/wallet/what-is-two-factor-authentication-2fa-in-crypto)\",\"[Hardware](https://help.coinbase.com/en/wallet/browser-extension/coinbase-wallet-extension)\",\"[Key Export](https://docs.cdp.coinbase.com/server-wallets/v2/using-the-wallet-api/export-accounts)\",\"[Token](https://help.coinbase.com/en-au/wallet/getting-started/what-types-of-crypto-does-wallet-support)\",\"[Starred](https://github.com/coinbasewallet)\"]"
"taho","Taho","TRUE","[\"Browser Extension\"]","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","[\"ERC-20\",\"BEP-20\",\"ERC-721\"]","FALSE","$0","[\"Discod\",\"X\",\"Github\"]","","[\"EN\"]","TRUE","[\"[Open Source](https://github.com/ethereum/ethereum-org-website/issues/9561)\",\"[Staking](https://github.com/tahowallet/extension)\",\"[Website](https://taho.xyz/)\"]"
"mew","Mew","TRUE","[\"iOS\"]","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\"]","FALSE","$0","[\"email\",\"X\"]","[\"audit by third parties\"]","[\"EN\",\"RU\",\"ZH\"]","TRUE","[\"[Open Source](https://github.com/myetherwallet)\",\"[Supported Platform](https://help.myetherwallet.com/en/articles/6821718-which-cryptocurrencies-tokens-and-networks-does-mew-support)\",\"[Custodial](https://www.myetherwallet.com/)\"]"
"sequence","Sequence","TRUE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\"]","FALSE","Paid","[\"X\",\"discord\"]","[\"audit by third parties\"]","[\"EN\",\"DE\",\"IT\"]","TRUE","[\"[Open Source](https://github.com/0xsequence)\",\"[Supported Platform](https://sequence.app/auth?terms)\",\"[MFA](https://support.sequence.xyz/en/article/your-sequence-wallet-security-mpfh5m/)\",\"[Custodial](https://support.sequence.xyz/en/category/for-wallet-users-67dq44/)\",\"[Hardware](https://sequence.xyz/products/wallets/developers)\",\"[Key Export](https://sequence.xyz/products/wallets/developers)\"]"
"blockwallet","Blockwallet","TRUE","[\"Browser Extension\"]","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\"]","FALSE","Paid","[\"telegram\",\"discord\"]","[\"audit by third parties\"]","[\"EN\"]","TRUE","[\"[Open Source, Custodial](https://blockwallet.io/)\",\"[Hardware](https://blockwallet.io/docs/connect-a-hardware-wallet-to-block-wallet)\",\"[Key Export](https://blockwallet.io/docs/import-from-any-wallet)\",\"[Starred](https://github.com/block-wallet)\"]"
"alphawallet","Alphawallet","TRUE","[\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\",\"ERC-875\"]","TRUE","$0","[\"email\",\"X\",\"discord\"]","[\"audit by public\"]","[\"EN\",\"RU\",\"ZH\"]","TRUE","[""[Open Source](https://github.com/AlphaWallet/alpha-wallet-ios)"
"imtoken","Imtoken","TRUE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","[\"ERC-20\",\"ERC-721\",\"TRC-20\",\"OP_RETURN\",\"EIP 4527\"]","TRUE","Paid","[\"email\",\"X\",\"discord\"]","[\"audit by third parties\"]","[\"EN\",\"KO\",\"ZH\",\"JA\"]","TRUE","[\"[Open Source](https://github.com/imtoken)\",\"[Custodial](https://token.im/tos)\",\"[Supported Platform](https://support.token.im/hc/en-us/articles/25826268992921-Exploring-the-Secrets-of-Wallet-Connection-in-the-Blockchain-Ecosystem)\",\"[Security](https://token.im/blog/en-us/articles/25985632007193-imToken-and-Hardware-Wallets-Uncompromised-Protection-Unparalleled-Convenience)\",\"[Key Export](https://token.im/hc/en/articles/13189736093081-imToken-FAQs-part-3)\"]"
"c98","C98","FALSE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","[\"ERC-20\",\"BEP-20\",\"SPL\",\"PRC-20\",\"VRC-25\"]","TRUE","$0","[\"X\",\"discord\"]","[\"audit with code\"]","[\"EN\",\"FR\",\"JA\",\"PT\",\"KO\",\"ZH\",\"ES\",\"TR\",\"ID\",\"RU\",\"TH\",\"VI\"]","TRUE","[\"[Custodial, Supported Platform](https://docs.coin98.com/)\",\"[Key Support](https://help.waltio.com/en/articles/12302207-coin98-super-wallet)\",\"[Supported Assets](https://docs.coin98.com/)\",\"[Languages, Audit](https://coin98.net/introduction-to-coin98-wallet-extension)\",\"[Starred](https://github.com/coin98)\"]"
"frontier","Frontier","TRUE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","[\"ERC-20\",\"BEP-20\",\"ERC-721\"]","TRUE","$0","[\"X\",\"discord\",\"telegram\"]","","[\"EN\",\"FR\",\"KO\",\"ZH\",\"TR\",\"TH\",\"VI\"]","TRUE","[\"[Open Source](https://github.com/frontierdotxyz)\",\"[Custodial, Supported Platform](https://www.frontier.xyz/)\",\"[Hardware](https://www.frontier.xyz/roadmap)\"]"
"Ctrl Wallet","Ctrl Wallet","TRUE","[\"Browser Extension\",\"iOS\",\"Android\"]","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","[\"ERC-20\",\"ERC-721\",\"ERC-1155\",\"BEP-20\"]","TRUE","Paid","[\"Chatbot\"]","[\"audit by third parties\"]","[\"EN\"]","TRUE","[""[Open Source](https://github.com/XDeFi-tech)"
"wallet 3","Wallet 3","TRUE","[\"iOS\",\"Android\"]","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","[\"ERC-4337\"]","FALSE","$0","[\"discord\"]","[\"audit by third parties\"]","[\"EN\"]","FALSE","[\"[Open Source](https://wallet3.io/)\"]"
