slug,provider,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,actionButtons
zypto,Zypto Wallet,TRUE,"[""iOS"",""Android"",""Web""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,0,"[""email"",""helpdesk""]",,"[""EN""]",FALSE,"[""[Website](https://zypto.com/)""]"
virgo,Virgo,FALSE,"[""Android"",""Chrome"",""Firefox""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,$0,"[""[Discord](https://discord.gg/mSqDRzvBug)"",""[Telegram](https://t.me/virgoCommunity)""]",[],"[""EN""]",FALSE,"[""[Website](https://virgo.net/)""]"
wigwam,Wigwam,TRUE,"[""iOS"",""Android"",""Chrome"",""Desktop""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",FALSE,$0,"[""[email](mailto:info@wigwam.app)"",""[help guides](https://wigwam.app/help)""]","[""January 2024 by Halborn""]","[""EN"",""ES"",""FR"",""IT"",""JA"",""KO"",""RU"",""UK"",""ZH""]",FALSE,"[""[Website](https://wigwam.app/)""]"
gate,Gate,FALSE,"[""Chrome"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,0,"[""email"",""telegram"",""discord""]","[""January 2024 by Hacken""]","[""EN"",""ZH""]",FALSE,"[""[Website](https://www.gate.com/web3)""]"
bridgewallet,BridgeWallet,FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,0,"[""email"",""telegram"",""discord""]",[],"[""EN"",""FR"",""ES"",""IT"",""DE"",""PT"",""ZH"",""JA""]",FALSE,"[""[Website](https://www.mtpelerin.com/bridge-wallet)""]"
unstoppable,Unstoppable,TRUE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""BEP-2"", ""BEP-20"", ""ERC-721"", ""SPL"", ""HRC-20""]",FALSE,$0 ,"[""email"", ""x"", ""telegram""]","[""audit by third parties""]","[""EN"",""FR"", ""DE"",""KO"",""PT"",""RU"",""ZH"", ""ES"", ""TR""]",TRUE,"[""[Website](https://unstoppable.money/)""]"
rainbow,Rainbow,True,"[""Browser Extension"",""iOS"",""Android""]",False,False,False,True,True,True,True,False,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",False,Paid(swap fee),"[""email""]",[],"[""EN"",""FR"",""KO"",""PT"",""RU"",""ZH"", ""ES"", ""TR"", ""ID"", ""AR"", ""HI"", ""TH"", ""JA""]",True,"[""[Website](https://rainbow.me/en/)""]"
zengo,Zengo,False,"[""iOS"",""Android""]",False,True,False,False,False,False,True,False,"[""ERC-20"", ""BEP-20""]",True,$0 ,"[""email"", ""24/7 live chat"", ""x"", ""facebook"", ""telegram""]","[""annual audit""]","[""EN"", ""ES"", ""FR""]",False,"[""[Website](http://zengo.com/en/)""]"
zengopro,Zengopro,False,"[""iOS"",""Android""]",False,True,False,False,False,False,True,False,"[""ERC-20"", ""BEP-20""]",True,$129.99/annum,"[""email"", ""24/7 live chat"", ""x"", ""facebook"", ""telegram""]","[""annual audit""]","[""EN"", ""ES"", ""FR""]",False,"[""[Website](http://zengo.com/pro/)""]"
pillar,Pillar,True,"[""iOS"",""Android""]",False,False,False,False,False,True,True,False,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""ERC-7579""]",False,Paid(On-chain transactions only),"[""discord"", ""x"", ""github""]",[],"[""EN""]",True,"[""[Website](https://pillar.fi/)""]"
coinbase,Coinbase,True,"[""Browser Extension"",""iOS"",""Android""]",False,True,False,True,True,False,True,False,"[""ERC-20""]",True,Paid,"[""email"", ""phone call""]","[""audit by third parties""]","[""EN""]",True,"[""[Doc](https://docs.cdp.coinbase.com/coinbase-wallet/introduction/welcome)""]"
taho,Taho,True,"[""Browser Extension""]",False,False,False,False,False,False,False,False,"[""ERC-20"", ""BEP-20"", ""ERC-721""]",False,$0 ,"[""discod"", ""x"", ""github""]",[],"[""EN""]",True,"[""[Website](https://taho.xyz/)""]"
mew,Mew,True,"[""iOS""]",False,False,False,True,False,False,True,False,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",False,$0 ,"[""email"", ""x""]","[""audit by third parties""]","[""EN"",""RU"",""ZH""]",True,"[""[Help](https://help.myetherwallet.com/en/articles/6821718-which-cryptocurrencies-tokens-and-networks-does-mew-support)""]"
sequence,Sequence,True,"[""Browser Extension"",""iOS"",""Android""]",False,True,False,True,True,False,True,False,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",False,Paid,"[""x"", ""discord""]","[""audit by third parties""]","[""EN"",""DE"",""IT""]",True,"[""[Support](https://support.sequence.xyz/en/article/your-sequence-wallet-security-mpfh5m/)""]"
blockwallet,Blockwallet,True,"[""Browser Extension""]",False,False,False,True,True,False,True,False,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",False,Paid,"[""telegram"", ""discord""]","[""audit by third parties""]","[""EN""]",True,"[""[Website](https://blockwallet.io/)""]"
alphawallet,Alphawallet,True,"[""iOS"",""Android""]",False,False,False,True,False,True,True,False,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""ERC-875""]",True,$0 ,"[""email"", ""x"", ""discord""]","[""audit by public""]","[""EN"",""RU"",""ZH""]",True,"[""[Website](https://alphawallet.com/)""]"
imtoken,Imtoken,True,"[""Browser Extension"",""iOS"",""Android""]",False,True,False,False,True,False,True,False,"[""ERC-20"", ""ERC-721"", ""TRC-20"", ""OP_RETURN"", ""EIP 4527""]",True,Paid,"[""email"", ""x"", ""discord""]","[""audit by third parties""]","[""EN"",""KO"",""ZH"", ""JA""]",True,"[""[Websitel](https://token.im/)""]"
c98wallet,C98wallet,False,"[""Browser Extension"",""iOS"",""Android""]",False,False,False,True,True,True,True,False,"[""ERC-20"", ""BEP-20"", ""SPL"", ""PRC-20"", ""VRC-25""]",True,$0 ,"[""x"", ""discord""]","[""audit with code""]","[""EN"",""FR"",""JA"",""PT"",""KO"",""ZH"", ""ES"", ""TR"", ""ID"", ""RU"", ""TH"", ""VI""]",True,"[""[Doc](https://docs.coin98.com/)""]"
frontier,Frontier,True,"[""Browser Extension"",""iOS"",""Android""]",False,False,False,True,False,True,True,False,"[""ERC-20"", ""BEP-20"", ""ERC-721""]",True,$0 ,"[""x"", ""discord"", ""telegram""]",[],"[""EN"",""FR"",""KO"",""ZH"", ""TR"", ""TH"", ""VI""]",True,"[""[Website](https://www.frontier.xyz/)""]"
Ctrl Wallet,Ctrl Wallet,True,"[""Browser Extension"",""iOS"",""Android""]",False,False,False,True,True,True,True,True,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""BEP-20""]",True,Paid,"[""chatbot""]","[""audit by third parties""]","[""EN""]",True,"[""[Website](https://ctrl.xyz/)""]"
wallet 3,Wallet 3,True,"[""iOS"",""Android""]",False,False,True,False,False,False,True,False,"[""ERC-4337""]",False,$0 ,"[""discord""]","[""audit by third parties""]","[""EN""]",False,"[""[Website](https://wallet3.io/)""]"
