slug,provider,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,actionButtons
zypto,Zypto Wallet,TRUE,"[""iOS"",""Android"",""Web""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,0,"[""email"",""helpdesk""]",,"[""EN""]",FALSE,"[""[Website](https://zypto.com/)""]"
virgo,Virgo,FALSE,"[""Android"",""Chrome"",""Firefox""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,$0,"[""[Discord](https://discord.gg/mSqDRzvBug)"",""[Telegram](https://t.me/virgoCommunity)""]",[],"[""EN""]",FALSE,"[""[Website](https://virgo.net/)""]"
wigwam,Wigwam,TRUE,"[""iOS"",""Android"",""Chrome"",""Desktop""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",FALSE,$0,"[""[email](mailto:info@wigwam.app)"",""[help guides](https://wigwam.app/help)""]","[""January 2024 by Halborn""]","[""EN"",""ES"",""FR"",""IT"",""JA"",""KO"",""RU"",""UK"",""ZH""]",FALSE,"[""[Website](https://wigwam.app/)""]"
gate,Gate,FALSE,"[""Chrome"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,0,"[""email"",""telegram"",""discord""]","[""January 2024 by Hacken""]","[""EN"",""ZH""]",FALSE,"[""[Website](https://www.gate.com/web3)""]"
bridgewallet,BridgeWallet,FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,0,"[""email"",""telegram"",""discord""]",[],"[""EN"",""FR"",""ES"",""IT"",""DE"",""PT"",""ZH"",""JA""]",FALSE,"[""[Website](https://www.mtpelerin.com/bridge-wallet)""]"
unstoppable,Unstoppable,TRUE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""BEP-2"", ""BEP-20"", ""ERC-721"", ""SPL"", ""HRC-20""]",FALSE,$0,"[""email"", ""x"", ""telegram""]","[""audit by third parties""]","[""EN"",""FR"", ""DE"",""KO"",""PT"",""RU"",""ZH"", ""ES"", ""TR""]",TRUE,"[""[Website](https://unstoppable.money/)""]"
rainbow,Rainbow,TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",FALSE,Paid(swap fee),"[""email""]",[],"[""EN"",""FR"",""KO"",""PT"",""RU"",""ZH"", ""ES"", ""TR"", ""ID"", ""AR"", ""HI"", ""TH"", ""JA""]",TRUE,"[""[Website](https://rainbow.me/en/)""]"
zengo,Zengo,FALSE,"[""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"", ""BEP-20""]",TRUE,$0,"[""email"", ""24/7 live chat"", ""x"", ""facebook"", ""telegram""]","[""annual audit""]","[""EN"", ""ES"", ""FR""]",FALSE,"[""[Website](http://zengo.com/en/)""]"
zengopro,Zengopro,FALSE,"[""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"", ""BEP-20""]",TRUE,$129.99/annum,"[""email"", ""24/7 live chat"", ""x"", ""facebook"", ""telegram""]","[""annual audit""]","[""EN"", ""ES"", ""FR""]",FALSE,"[""[Website](http://zengo.com/pro/)""]"
pillar,Pillar,TRUE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""ERC-7579""]",FALSE,Paid(On-chain transactions only),"[""discord"", ""x"", ""github""]",[],"[""EN""]",TRUE,"[""[Website](https://pillar.fi/)""]"
coinbase,Coinbase,TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",TRUE,Paid,"[""email"", ""phone call""]","[""audit by third parties""]","[""EN""]",TRUE,"[""[Doc](https://docs.cdp.coinbase.com/coinbase-wallet/introduction/welcome)""]"
taho,Taho,TRUE,"[""Browser Extension""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[""ERC-20"", ""BEP-20"", ""ERC-721""]",FALSE,$0,"[""discod"", ""x"", ""github""]",[],"[""EN""]",TRUE,"[""[Website](https://taho.xyz/)""]"
mew,Mew,TRUE,"[""iOS""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",FALSE,$0,"[""email"", ""x""]","[""audit by third parties""]","[""EN"",""RU"",""ZH""]",TRUE,"[""[Help](https://help.myetherwallet.com/en/articles/6821718-which-cryptocurrencies-tokens-and-networks-does-mew-support)""]"
sequence,Sequence,TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",FALSE,Paid,"[""x"", ""discord""]","[""audit by third parties""]","[""EN"",""DE"",""IT""]",TRUE,"[""[Support](https://support.sequence.xyz/en/article/your-sequence-wallet-security-mpfh5m/)""]"
blockwallet,Blockwallet,TRUE,"[""Browser Extension""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",FALSE,Paid,"[""telegram"", ""discord""]","[""audit by third parties""]","[""EN""]",TRUE,"[""[Website](https://blockwallet.io/)""]"
alphawallet,Alphawallet,TRUE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""ERC-875""]",TRUE,$0,"[""email"", ""x"", ""discord""]","[""audit by public""]","[""EN"",""RU"",""ZH""]",TRUE,"[""[Website](https://alphawallet.com/)""]"
imtoken,Imtoken,TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""TRC-20"", ""OP_RETURN"", ""EIP 4527""]",TRUE,Paid,"[""email"", ""x"", ""discord""]","[""audit by third parties""]","[""EN"",""KO"",""ZH"", ""JA""]",TRUE,"[""[Website](https://token.im/)""]"
c98wallet,C98wallet,FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"", ""BEP-20"", ""SPL"", ""PRC-20"", ""VRC-25""]",TRUE,$0,"[""x"", ""discord""]","[""audit with code""]","[""EN"",""FR"",""JA"",""PT"",""KO"",""ZH"", ""ES"", ""TR"", ""ID"", ""RU"", ""TH"", ""VI""]",TRUE,"[""[Doc](https://docs.coin98.com/)""]"
frontier,Frontier,TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"", ""BEP-20"", ""ERC-721""]",TRUE,$0,"[""x"", ""discord"", ""telegram""]",[],"[""EN"",""FR"",""KO"",""ZH"", ""TR"", ""TH"", ""VI""]",TRUE,"[""[Website](https://www.frontier.xyz/)""]"
CtrlWallet,Ctrl Wallet,TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""BEP-20""]",TRUE,Paid,"[""chatbot""]","[""audit by third parties""]","[""EN""]",TRUE,"[""[Website](https://ctrl.xyz/)""]"
wallet3,Wallet 3,TRUE,"[""iOS"",""Android""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""ERC-4337""]",FALSE,$0,"[""discord""]","[""audit by third parties""]","[""EN""]",FALSE,"[""[Website](https://wallet3.io/)""]"
